交易所简码,股票代码,实际控制人,实际控制人控股比例
SZ,000597,方威,0.85
SZ,000598,成都市国有资产监督管理委员会,
SZ,000599,青岛市人民政府国有资产监督管理委员会,
SZ,000600,河北省政府国有资产监督管理委员会,
SZ,000601,,
SZ,000603,赵满堂,5.25
SZ,000605,天津市人民政府国有资产监督管理委员会,
SZ,000606,,
SZ,000607,杭州日报报业集团(杭州日报社),
SZ,000608,陈华,
SZ,000609,吴珺,
SZ,000610,西安曲江新区国有资产管理委员会,
SZ,000612,,
SZ,000615,郭梓文,
SZ,000616,,
SZ,000617,中国石油天然气集团有限公司,77.35
SZ,000619,安徽省人民政府国有资产监督管理委员会,
SZ,000620,傅军,
SZ,000622,,
SZ,000623,"陈永丰,曾颐华,杨学宏,杨凯,李秀林,郭淑芹,敦化市金源投资有限责任公司",0.4102
SZ,000625,中国兵器装备集团有限公司,14.22
SZ,000626,胡凯军,
SZ,000627,刘益谦,10.47
SZ,000628,成都高新技术产业开发区管理委员会,
SZ,000629,鞍钢集团有限公司,10.8
SZ,000630,安徽省人民政府国有资产监督管理委员会,
SZ,000631,鲁伟鼎,
SZ,000632,福州经济技术开发区财政局,
SZ,000633,孙广信,
SZ,000635,国家能源投资集团有限责任公司,
SZ,000636,广东省人民政府国有资产监督管理委员会,
SZ,000637,刘军,
SZ,000638,白山市江源区财政局,
SZ,000639,王勇,
SZ,000650,杨文龙,
SZ,000651,,
SZ,000652,天津泰达投资控股有限公司,32.98
SZ,000655,山东省人民政府国有资产监督管理委员会,
SZ,000656,黄红云,8.7791
SZ,000657,中国五矿集团有限公司,
SZ,000659,,
SZ,000661,长春新区国有资产监督管理局,
SZ,000663,国务院国有资产监督管理委员会,
SZ,000665,湖北省广播电视总台,
SZ,000666,中国机械工业集团有限公司,
SZ,000667,刘道明,0.68
SZ,000668,王征,
SZ,000669,陈义和,2.05
SZ,000670,,
SZ,000671,吴洁,0.03
SZ,000672,俞锋,
SZ,000676,,
SZ,000677,胡兴荣,
SZ,000678,贾志宏,
SZ,000679,陈志祥,
SZ,000680,山东省人民政府国有资产监督管理委员会,
SZ,000681,"吴玉瑞,廖道训,柴继军",21.87
SZ,000682,烟台市人民政府国有资产监督管理委员会,
SZ,000683,戴连荣,
SZ,000685,中山市人民政府国有资产监督管理委员会,
SZ,000686,,
SZ,000688,吴城,
SZ,000690,叶华能,
SZ,000691,朱全祖,
SZ,000692,,
SZ,000695,杨雪岗,
SZ,000697,张政,16.96
SZ,000698,国务院国有资产监督管理委员会,
SZ,000700,曹明芳,
SZ,000701,厦门市人民政府国有资产监督管理委员会,
SZ,000702,岳阳城陵矶综合保税区管理委员会,
SZ,000703,邱建林,
SZ,000705,绍兴市人民政府国有资产监督管理委员会,
SZ,000707,宜昌市人民政府国有资产监督管理委员会,
SZ,000708,中国中信集团有限公司,
SZ,000709,河北省人民政府国有资产监督管理委员会,
SZ,000710,高扬,10.61
SZ,000711,郭绍增,
SZ,000712,杨志茂,7.4
SZ,000713,合肥市国有资产监督管理委员会,
SZ,000715,方威,0.9
SZ,000716,"甘政,李玉琦,李玉宇,李玉坚,李淑娴,李汉荣,李汉朝",4.16
SZ,000717,中国宝武钢铁集团有限公司,
SZ,000718,张桂平,17.27
SZ,000719,河南省人民政府,
SZ,000720,中国华能集团有限公司,
SZ,000721,西安曲江新区国有资产管理委员会,
SZ,000722,湖南省人民政府国有资产监督管理委员会,
SZ,000723,"高反娥,姚四俊,姚三俊,姚俊卿,姚俊良,姚俊杰,姚俊花",
SZ,000725,北京电子控股有限责任公司,0.72
SZ,000726,"刘德铭,刘子斌",0.02
SZ,000727,中国电子信息产业集团有限公司,
SZ,000728,安徽省人民政府国有资产监督管理委员会,
SZ,000729,北京控股有限公司,
SZ,000731,中国石油化工集团有限公司,
SZ,000732,黄其森,0.15
SZ,000733,中国电子信息产业集团有限公司,
SZ,000735,徐自力,0.07
SZ,000736,中国交通建设集团有限公司,
SZ,000737,山西省人民政府国有资产监督管理委员会,
SZ,000738,中国航空发动机集团有限公司,28.57
SZ,000739,东阳市横店社团经济企业联合会,
SZ,000750,广西投资集团有限公司,22.49
SZ,000751,于跃,
SZ,000752,罗希,
SZ,000753,漳州市人民政府国有资产监督管理委员会,
SZ,000755,山西省人民政府国有资产监督管理委员会,
SZ,000756,山东省国有资产监督管理委员会,
SZ,000757,张荣华,
SZ,000758,国务院国有资产监督管理委员会,
SZ,000759,武汉商贸集团有限公司,
SZ,000761,鞍钢集团有限公司,
SZ,000762,中国宝武钢铁集团有限公司,
SZ,000766,于兰军,19.66
SZ,000767,山西省人民政府国有资产监督管理委员会,9.72
SZ,000768,中国航空工业集团有限公司,38
SZ,000776,,
SZ,000777,国务院国有资产监督管理委员会,
SZ,000778,国务院国有资产监督管理委员会,
SZ,000779,甘肃省政府国有资产监督管理委员会,
SZ,000782,李坚之,
SZ,000783,,
SZ,000785,汪林朋,6.09
SZ,000786,中国建材集团有限公司,
SZ,000788,,
SZ,000789,江西省建材集团有限公司,
SZ,000790,"黄明良,欧阳萍",
SZ,000791,甘肃省人民政府国有资产监督管理委员会,
SZ,000792,青海省政府国有资产监督管理委员会,
SZ,000793,国广环球传媒控股有限公司,
SZ,000795,东阳市横店社团经济企业联合会,
SZ,000796,陈小兵,
SZ,000797,福建省人民政府国有资产监督管理委员会,
SZ,000798,中国农业发展集团有限公司,22.14
SZ,000799,中粮集团有限公司,
SZ,000800,国务院国有资产监督管理委员会,
SZ,000801,绵阳市政府国有资产监督管理委员会,
SZ,000802,,
SZ,000803,山东省人民政府国有资产监督管理委员会,
SZ,000806,刘克洋,
SZ,000807,国务院国有资产监督管理委员会,
SZ,000809,铁岭市财政局,
SZ,000810,,
SZ,000811,烟台市人民政府国有资产监督管理委员会,
SZ,000812,袁汉源,
SZ,000813,新疆维吾尔自治区国有资产监督管理委员会,
SZ,000815,中国诚通控股集团有限公司,
SZ,000816,罗韶宇,
SZ,000818,武汉金融控股(集团)有限公司,
SZ,000819,中国石油化工集团有限公司,
SZ,000820,吴道洪,
SZ,000821,李健,
SZ,000822,潍坊市国有资产监督管理委员会,
SZ,000823,汕头市人民政府国有资产监督管理委员会,
SZ,000825,中国宝武钢铁集团有限公司,
SZ,000826,,
SZ,000828,东莞市人民政府国有资产监督管理委员会,
SZ,000829,深圳市投资控股有限公司,19.03
SZ,000830,中国中化控股有限责任公司,
SZ,000831,中国稀土集团有限公司,16.1
SZ,000833,广东省环保集团有限公司,12.13
SZ,000836,王建沂,
SZ,000837,陕西省人民政府国有资产监督管理委员会,
SZ,000838,卢生举,
SZ,000839,,
SZ,000848,鲁伟鼎,
SZ,000850,安庆市财政局,
SZ,000851,,
SZ,000852,国务院国有资产监督管理委员会,
SZ,000856,北京市人民政府国有资产监督管理委员会,
SZ,000858,宜宾市政府国有资产监督管理委员会,
SZ,000859,合肥市人民政府国有资产监督管理委员会,
SZ,000860,北京市顺义区人民政府国有资产监督管理委员会,
SZ,000861,"邵建明,邵建佳,邵建聪",2.31
SZ,000862,中国铝业集团有限公司,
SZ,000863,黄辉,14.68
SZ,000868,安徽省人民政府国有资产监督管理委员会,
SZ,000869,"国际金融公司,意迩瓦萨隆诺控股股份公司,烟台裕华投资发展有限公司,烟台国丰投资控股集团有限公司",
SZ,000875,国家电力投资集团有限公司,5.69
SZ,000876,刘永好,0.02
SZ,000877,中国建材集团有限公司,
SZ,000878,国务院国有资产监督管理委员会,
SZ,000880,山东重工集团有限公司,
SZ,000881,中国广核集团有限公司,
SZ,000882,海南省文化交流促进会,
SZ,000883,国务院国有资产监督管理委员会,
SZ,000885,河南省财政厅,
SZ,000886,海南省国有资产监督管理委员会,
SZ,000887,"夏鼎湖,夏迎松",0.09
SZ,000888,乐山市国有资产监督管理委员会,
SZ,000889,吴鹰,
SZ,000890,"邓峰,缪勤,周江,林炳兴,黄翔",
SZ,000892,赵枳程,
SZ,000893,,
SZ,000895,Rise Grand Group Limited (兴泰集团有限公司),
SZ,000897,天津泰达投资控股有限公司,
SZ,000898,鞍钢集团有限公司,
SZ,000899,江西省国有资产监督管理委员会,
SZ,000900,湖南省人民政府国有资产监督管理委员会,
SZ,000901,中国航天科工集团有限公司,11.45
SZ,000902,杨才学,4.55
SZ,000903,昆明市人民政府国有资产监督管理委员会,
SZ,000905,福建省人民政府国有资产监督管理委员会,
SZ,000906,浙江省人民政府国有资产监督管理委员会,
SZ,000908,叶湘武,13.74
SZ,000909,杭州市人民政府,
SZ,000910,"陈建军,张晶晶,戴品哎,陈巧玲",1.827e-05
SZ,000911,广西壮族自治区人民政府国有资产监督管理委员会,
SZ,000912,泸州市国有资产监督管理委员会,
SZ,000913,李书福,
SZ,000915,山东省人民政府国有资产监督管理委员会,
SZ,000917,湖南省国有文化资产监督管理委员会,
SZ,000918,王忠明,
SZ,000919,南京市人民政府国有资产监督管理委员会,
SZ,000920,国务院国有资产监督管理委员会,
SZ,000921,,
SZ,000922,国务院国有资产监督管理委员会,
SZ,000923,河北省国有资产监督管理委员会,
SZ,000925,,
SZ,000926,湖北省汉川市钢丝绳厂,
SZ,000927,国务院国有资产监督管理委员会,
SZ,000928,国务院国有资产监督管理委员会,
SZ,000929,杨世江,0.0085
SZ,000930,中粮集团有限公司,
SZ,000931,黄俊烈,
SZ,000932,湖南省国资委,
SZ,000933,商丘市人民政府国有资产监督管理委员会,
SZ,000935,林栋梁,
SZ,000936,江阴市华士镇华西新市村村民委员会,
SZ,000937,河北省人民政府国有资产监督管理委员会,
SZ,000938,,
SZ,000948,云南省人民政府国有资产监督管理委员会,
SZ,000949,新乡市财政局,
SZ,000950,重庆市国有资产监督管理委员会,
SZ,000951,山东省人民政府国有资产监督管理委员会,
SZ,000952,湖北省人民政府国有资产监督管理委员会,
SZ,000953,熊续强,
SZ,000955,"李国祥,王林江",
SZ,000957,山东重工集团有限公司,
SZ,000958,"国家电力投资集团有限公司,国家电投集团河北电力有限公司",54.54
SZ,000959,北京市国有资产监督管理委员会,
SZ,000960,云南省国有资产监督管理委员会,
SZ,000961,陈锦石,
SZ,000962,中国有色矿业集团有限公司,
SZ,000963,胡凯军,
SZ,000965,天津港保税区国有资产管理局,
SZ,000966,国务院国有资产监督管理委员会,
SZ,000967,何剑锋,2
SZ,000968,晋能控股装备制造集团有限公司,
SZ,000969,国务院国有资产监督管理委员会,
SZ,000970,中国科学院控股有限公司,
SZ,000971,张岱,
SZ,000972,新疆生产建设兵团第六师国有资产监督管理委员会,
SZ,000973,广东省人民政府,
SZ,000975,沈国军,6.49
SZ,000976,宣瑞国,
SZ,000977,山东省人民政府国有资产监督管理委员会,
SZ,000978,桂林市人民政府,
SZ,000980,黄继宏,
SZ,000981,叶骥,
SZ,000982,,
SZ,000983,山西省国有资产监督管理委员会,
SZ,000985,国务院国有资产监督管理委员会,
SZ,000987,广州市人民政府国有资产监督管理委员会,
SZ,000988,武汉市人民政府国有资产监督管理委员会,
SZ,000989,李振国,25.17
SZ,000990,青岛西海岸新区国有资产管理局,
SZ,000993,宁德市人民政府国有资产监督管理委员会,
SZ,000995,赵满堂,
SZ,000996,"姜荣,刘润红",
SZ,000997,胡钢,
SZ,000998,中国中信集团有限公司,
SZ,000999,中国华润有限公司,
SZ,001201,袁建康,20.17
SZ,001202,雷琦,39.71
SZ,001203,"安素梅,林来嵘",14.72
SZ,001205,李桃元,28.79
SZ,001206,"高福忠,高健",37.03
SZ,001207,"吴晓林,吴晓强",
SZ,001208,湖南省人民政府国有资产监督管理委员会,
SZ,001209,"郭静君,周德茂,柯国民,郭璇风,郭梧文,郭少君,郭秋洪,郭静璇",64.8
SZ,001210,杨建勋,26.33
SZ,001211,"郑承烈,叶丽榕",11.04
SZ,001212,周军,20.86
SZ,001213,中国国家铁路集团有限公司,
SZ,001215,李伟,
SZ,001216,"傅军,许君奇",
SZ,001217,吴李杰,1.41
SZ,001218,"侯炳阳,郑钢,叶继勇,孙建雄,刘国彪,贾齐正",34.13
SZ,001219,青岛华通国有资本投资运营集团有限公司,46.74
SZ,001222,"朱晓荣,庄明允,庄明超",52.94
SZ,001223,"胡甫晟,李燕梅,胡坚晟",69.58
SZ,001225,徐青,0.79
SZ,001226,徐杨顺,55.97
SZ,001227,,
SZ,001228,"陈永夫,金萍",30.81
SZ,001229,方华,33.82
SZ,001230,"于洪波,于晓霞,于晓娟",51.2
SZ,001231,郑敬敏,42.37
SZ,001234,"陆彪,杨敏",20.24
SZ,001236,江苏省政府国有资产监督管理委员会,
SZ,001238,陈永辉,6.68
SZ,001255,"凌莉,陆云峰",12.5
SZ,001256,"李玉荷,周炳松",33.38
SZ,001258,新疆维吾尔自治区人民政府国有资产监督管理委员会,
SZ,001259,"齐连英,宋老亮",63.18
SZ,001260,张明,49.8957
SZ,001266,"曾红英,张化宏,曾晖",58.76
SZ,001267,李晓明,29.51
SZ,001268,"何桂景,何泳欣,何明珊,何俊桦",55.59
SZ,001269,,
SZ,001270,刘建伟,
SZ,001278,"王建华,徐姚宁",40.79
SZ,001282,"孙国奉,孙国敏,孙仁豪,张一衡",61.75
SZ,001283,潘党育,21.17
SZ,001286,陕西投资集团有限公司,64
SZ,001287,中国电子信息产业集团有限公司,4.31
SZ,001288,"吴友华,曾玉仙",47.9
SZ,001289,国务院国有资产监督管理委员会,
SZ,001296,"熊杰,熊鹰",45.25
SZ,001298,"范理南,王玉成",6.58
SZ,001299,"李全平,晏立群",15.33
SZ,001300,朱希龙,
SZ,001301,欧阳永跃,36.7
SZ,001308,"凌斌,王曦",27.54
SZ,001309,"李虎,田华",40.02
SZ,001311,曹达龙,47.41
SZ,001313,"徐雪梅,郑石轩",0.15
SZ,001314,"钟景维,张治宇,石庆",10.54
SZ,001316,"刘俊锋,张奇志,刘宇仑",1.7
SZ,001317,邱红阳,62.66
SZ,001318,胡霄云,
SZ,001319,夏录荣,35.02
SZ,001322,"霍秋洁,谢炜,谢岳荣,谢安琪",21.54
SZ,001323,"林集永,王炳坤",36.52
SZ,001324,"胡锦骊,周建新,周银妹",
SZ,001328,重庆市国有资产监督管理委员会,
SZ,001330,于冬,20.53
SZ,001331,"魏红越,张伟,魏吉胜",45
SZ,001332,曹洪海,59.06
SZ,001333,"孙杰风,孙培松",53.13
SZ,001336,"陈步东,吴意波",33.5
SZ,001337,四川省地质矿产勘查开发局,
SZ,001338,广东省人民政府国有资产监督管理委员会,
SZ,001339,"郭旭辉,袁微微",70.64
SZ,001360,李顺山,36.36
SZ,001366,邹新华,
SZ,001367,"郭海燕,王式跃,王雨潇",25.8952
SZ,001368,"王亚华,王亚南,王亚扬,王亚榆",
SZ,001380,金雷,16.88
SZ,001696,左宗申,2.64
SZ,001872,招商局集团有限公司,
SZ,001896,河南省财政厅,
SZ,001914,招商局集团有限公司,
SZ,001965,招商局集团有限公司,68.57
SZ,001979,招商局集团有限公司,59.53
SZ,002001,"胡柏藩,胡柏剡",0.92
SZ,002002,周奕丰,
SZ,002003,"章卡鹏,张三云",10.63
SZ,002004,张松山,5.91
SZ,002005,,
SZ,002006,方朝阳,
SZ,002007,安康,17.9
SZ,002008,高云峰,9.16
SZ,002009,黄伟兴,16.39
SZ,002010,"徐传化,徐观宝,徐冠巨",3.58
SZ,002011,,
SZ,002012,解直锟,
SZ,002014,黄山供销集团有限公司,
SZ,002015,朱共山,
SZ,002016,梁社增,53.57
SZ,002017,中国电子科技集团有限公司,
SZ,002019,程先锋,40.5
SZ,002020,吕钢,20.77
SZ,002021,玉环市财政局,
SZ,002022,,
SZ,002023,李飚,12.88
SZ,002024,,
SZ,002025,国务院国有资产监督管理委员会,
SZ,002026,杨桂模,
SZ,002027,江南春,
SZ,002028,"陈邦栋,董增平",29.59
SZ,002029,"周少明,周永伟,周少雄",5.62
SZ,002030,广州市人民政府,
SZ,002031,吴潮忠,11.79
SZ,002032,SEB S.A.,
SZ,002033,张松山,
SZ,002034,单建明,17.34
SZ,002035,潘叶江,10.25
SZ,002036,韩盛龙,0.06
SZ,002037,中国保利集团有限公司,
SZ,002038,"徐明波,新乡白鹭投资集团有限公司",38.51
SZ,002039,国务院国有资产监督管理委员会,
SZ,002040,江苏省人民政府国有资产监督管理委员会,
SZ,002041,李登海,7.33
SZ,002042,"陈玲芬,孙伟挺",
SZ,002043,丁鸿敏,2.41
SZ,002044,俞熔,1.15
SZ,002045,,
SZ,002046,中国机械工业集团有限公司,49.6
SZ,002047,珠海市人民政府国有资产监督管理委员会,
SZ,002048,周晓峰,17.03
SZ,002049,,
SZ,002050,"张道才,张亚波,张少波",1.09
SZ,002051,中国机械工业集团有限公司,62.86
SZ,002052,,
SZ,002053,云南省人民政府国有资产监督管理委员会,
SZ,002054,黄冠雄,19.37
SZ,002055,"邱建民,邱为民",2.9
SZ,002056,东阳市横店社团经济企业联合会,
SZ,002057,国务院国有资产监督管理委员会,
SZ,002058,沈雯,
SZ,002059,国务院国有资产监督管理委员会,
SZ,002060,广东省人民政府国有资产监督管理委员会,
SZ,002061,浙江省人民政府国有资产监督管理委员会,
SZ,002062,郑宏舫,12.43
SZ,002063,国务院国有资产监督管理委员会,
SZ,002064,尤小平,8.03
SZ,002065,薛向东及其家族成员,
SZ,002066,中国建材集团有限公司,
SZ,002067,朱在龙,14.93
SZ,002068,景德镇市国有资产监督管理委员会,
SZ,002069,大连市人民政府国有资产监督管理委员会,
SZ,002072,王健,19.01
SZ,002073,袁仲雪,14.99
SZ,002074,李缜,5.81
SZ,002075,沈文荣,
SZ,002076,戴俊威,7.18
SZ,002077,镇江市人民政府国有资产监督管理委员会,
SZ,002078,李洪信,
SZ,002079,吴念博,0.08113
SZ,002080,中国建材集团有限公司,
SZ,002081,朱兴良,0.69
SZ,002082,"赵守明,庄惠",11.5
SZ,002083,高密市国有资产运营中心,
SZ,002084,"戎启平,唐台英",0.41
SZ,002085,"陈爱莲,吴良定,吴捷",4.55
SZ,002086,车轼,0.39
SZ,002087,新野县财政局,27.3
SZ,002088,"Behdad Eghbali,José E. Feliciano",
SZ,002089,"马玲芝,张亦斌",16.84
SZ,002090,,
SZ,002091,江苏国泰国际贸易有限公司,31.99
SZ,002092,新疆维吾尔自治区人民政府国有资产监督管理委员会,
SZ,002093,"陈国鹰,林惠榕",48.92
SZ,002094,陈索斌,
SZ,002095,孙德良,
SZ,002096,国务院国有资产监督管理委员会,
SZ,002097,广州市人民政府,
SZ,002098,王立军,
SZ,002099,王云富,7.34
SZ,002100,新疆生产建设兵团国有资产经营有限责任公司,21.29
SZ,002101,广东省粤科金融集团有限公司,
SZ,002102,荆州市人民政府国有资产监督管理委员会,
SZ,002103,王利平,23.02
SZ,002104,钱京,20.55
SZ,002105,廖学金,
SZ,002106,,
SZ,002107,赵丙贤,
SZ,002108,于桂亭,
SZ,002109,陕西省人民政府国有资产监督管理委员会,
SZ,002110,福建省人民政府国有资产监督管理委员会,
SZ,002111,"李光太,李文轩",12.6
SZ,002112,三门县人民政府,
SZ,002113,赖淦锋,
SZ,002114,罗平县国有资产监督管理委员会,
SZ,002115,李越伦,9.65
SZ,002116,中国保利集团有限公司,
SZ,002117,,
SZ,002118,,
SZ,002119,,
SZ,002120,"陈立英,聂腾云",3.3
SZ,002121,深圳市资本运营集团有限公司,15.31
SZ,002122,,
SZ,002123,余文胜,18.79
SZ,002124,张邦辉,20.1
SZ,002125,湘潭市人民政府国有资产监督管理委员会,
SZ,002126,徐小敏,7.02
SZ,002127,"张玉祥,朱雪莲",27.69
SZ,002128,国家电力投资集团有限公司,
SZ,002129,,
SZ,002130,,
SZ,002131,王相荣,9.44
SZ,002132,谢保军,18.97
SZ,002133,"单玲玲,王轶磊,王鹤鸣,杭州平海投资有限公司,杭州澜华投资管理有限公司",32.46
SZ,002134,,
SZ,002135,郭明明,4.33
SZ,002136,,
SZ,002137,"陈亚妹,乔昕",41.8
SZ,002138,,
SZ,002139,武永强,16.7
SZ,002140,中国化学工程集团有限公司,
SZ,002141,"谢海滔,谢松锋",
SZ,002142,,
SZ,002144,沈国甫,23.36
SZ,002145,王泽龙,33.45
SZ,002146,耿建明,12.88
SZ,002148,傅乐民,21.33
SZ,002149,陕西省财政厅,
SZ,002150,南存辉,
SZ,002151,周儒欣,15.81
SZ,002152,广州市国有资产监督管理委员会,
SZ,002153,李仲初,54.54
SZ,002154,"上海金纱投资有限公司,吴婷婷,吴志泽",38.09
SZ,002155,湖南省人民政府国有资产监督管理委员会,
SZ,002156,石明达,0.0043
SZ,002157,林印孙,
SZ,002158,廖哲男,
SZ,002159,艾路明,
SZ,002160,济南市人民政府国有资产监督管理委员会,
SZ,002161,"陈光珠,徐玉锁",25.01
SZ,002162,李慈雄,
SZ,002163,海南省政府国有资产监督管理委员会,
SZ,002164,"宋济隆,许丽萍",16.66
SZ,002165,"芮敬功,芮益民,芮益华",0.92
SZ,002166,秦本军,36.57
SZ,002167,许刚,
SZ,002168,重庆市璧山区财政局,
SZ,002169,李永喜,1.68
SZ,002170,黄培钊,26.74
SZ,002171,姜纯,
SZ,002172,沈学如,0.01
SZ,002173,陈夏英,17.13
SZ,002174,,
SZ,002175,"范美蓉,宋小忠",
SZ,002176,"卢顺民,朱军",0.05
SZ,002177,杨文江,16.11
SZ,002178,,
SZ,002179,中国航空工业集团有限公司,
SZ,002180,"李东飞,曾阳云,汪东颖",4.75
SZ,002181,广州市国有经营性文化资产监督管理办公室,
SZ,002182,梅小明,18.03
SZ,002183,深圳市人民政府国有资产监督管理委员会,
SZ,002184,"郭孟榕,许泓",41.72
SZ,002185,"常文瑛,周永寿,张玉明,张兴安,杨前进,薛延童,肖智成,肖胜利,宋勇,乔少华,刘建军,崔卫兵,陈建军",0.049
SZ,002186,北京市人民政府国有资产监督管理委员会,
SZ,002187,广州市人民政府国有资产监督管理委员会,
SZ,002188,楼永良,
SZ,002189,中国兵器装备集团有限公司,39.49
SZ,002190,中国航空工业集团有限公司,50.17
SZ,002191,乔鲁予,
SZ,002192,"吕向阳,张长虹",1.3447
SZ,002193,邱亚夫,
SZ,002194,"孟庆南,王丽丽",35.24
SZ,002195,,
SZ,002196,湖州莫干山高新技术产业开发区管理委员会,
SZ,002197,"许忠慈,曾胜强,曾胜辉,许忠桂",22.05
SZ,002198,,
SZ,002199,,
SZ,002200,云南省人民政府国有资产监督管理委员会,
SZ,002201,王文银,
SZ,002202,,
SZ,002203,冯海良,3.01
SZ,002204,大连市人民政府国有资产监督管理委员会,
SZ,002205,国务院国有资产监督管理委员会,
SZ,002206,高利民,17.23
SZ,002207,解直锟,
SZ,002208,合肥市国有资产监督管理委员会,
SZ,002209,张颂明,26.21
SZ,002210,刘永好,
SZ,002211,朱恩伟,
SZ,002212,,
SZ,002213,连宗敏,
SZ,002214,庞惠民,26.73
SZ,002215,"卢柏强,卢叙安,卢丽红,卢翠珠,卢翠冬",26.53
SZ,002216,"陈南,贾岭达,陈泽民,陈希",37.77
SZ,002217,福建省人民政府国有资产监督管理委员会,
SZ,002218,"陈五奎,李粉莉,陈琛",1.95
SZ,002219,,
SZ,002221,"王铭祥,周一峰",9.68
SZ,002222,中国科学院福建物质结构研究所,22.45
SZ,002223,吴光明,10.32
SZ,002224,"金玉中,吴琼明,吴琼瑛",34.16
SZ,002225,"霍素珍,闫瑞铅,闫瑞鸣,刘国勇,刘国威,刘彩丽,刘彩红,刘百庆,刘百宽,刘百春,霍戊寅",24.9491
SZ,002226,中国兵器工业集团有限公司,
SZ,002227,廖晓霞,0.92
SZ,002228,"吕秀英,许晓荣,许晓光,许天津",0.44
SZ,002229,毛伟,
SZ,002230,"刘庆峰,中科大资产经营有限责任公司",10.83
SZ,002231,杜方,20
SZ,002232,中国第一汽车集团有限公司,48.67
SZ,002233,钟烈华,16.61
SZ,002234,"孙希民,孙宪秋,孙宪法",36.63
SZ,002235,"林旭曦,张杰",20.9
SZ,002236,"陈爱玲,傅利泉",32.92
SZ,002237,江西省国有资产监督管理委员会,
SZ,002238,深圳广播电影电视集团,57.77
SZ,002239,张永明,
SZ,002240,姚雄杰,0.8753
SZ,002241,"胡双美,姜滨",8.87
SZ,002242,王旭宁,
SZ,002243,深圳市人民政府国有资产监督管理委员会,
SZ,002244,戚金兴,11.94
SZ,002245,CHEN KAI,
SZ,002246,中国兵器工业集团有限公司,
SZ,002247,姜飞雄,4.35
SZ,002248,陈学利,
SZ,002249,"鲁楚平,彭惠",27.79
SZ,002250,牟金香,25.4
SZ,002251,湘潭市人民政府国有资产监督管理委员会,
SZ,002252,,
SZ,002253,游志胜,9.13
SZ,002254,烟台市人民政府国有资产监督管理委员会,
SZ,002255,徐元生,11.42
SZ,002256,,
SZ,002258,中国工程物理研究院,
SZ,002259,,
SZ,002261,李新宇,11.78
SZ,002262,"杨自亮,孙彭生,付卿,陈增良",16.55
SZ,002263,诸暨市国有资产监督管理委员会,
SZ,002264,陈发树,8.16
SZ,002265,中国兵器装备集团有限公司,65.89
SZ,002266,孙毅,7.9
SZ,002267,陕西省人民政府国有资产监督管理委员会,
SZ,002268,"中国电子科技集团有限公司,中电科投资控股有限公司",2.18
SZ,002269,周成建,
SZ,002270,"肖申,肖日明,肖毅",
SZ,002271,李卫国,22.69
SZ,002272,"罗丽华,钟利钢",24.01
SZ,002273,叶仙玉,
SZ,002274,,
SZ,002275,邹洵,1.11
SZ,002276,青岛西海岸新区国有资产管理局,
SZ,002277,胡子敬,
SZ,002278,,
SZ,002279,"董泰湘,赵福君",14.53
SZ,002280,何志涛,13.24
SZ,002281,中国信息通信科技集团有限公司,2.17
SZ,002282,山东省人民政府国有资产监督管理委员会,
SZ,002283,邢运波,11.89
SZ,002284,"黄来兴,黄伟中,黄伟潮",6.6
SZ,002285,珠海市人民政府国有资产监督管理委员会,
SZ,002286,戴斯觉,
SZ,002287,雷菊芳,
SZ,002288,"梁健锋,梁俊丰",21.94
SZ,002289,解直锟,
SZ,002290,赵东明,19.74
SZ,002291,"梁怀宇,张泽民",
SZ,002292,"蔡晓东,李丽卿,蔡东青",45.36
SZ,002293,薛伟成,0.31
SZ,002294,"叶宇翔,叶宇筠,叶澄海,廖清清,陈志明",
SZ,002295,"黄裕辉,周炳高,施晖",
SZ,002296,,
SZ,002297,湖南省人民政府国有资产监督管理委员会,
SZ,002298,瞿洪桂,10.27
SZ,002299,"傅光明,傅芬芳,傅长玉",3.75
SZ,002300,"李文亮,刘秀萍,李云孝",
SZ,002301,陈钦鹏,
SZ,002302,中国建筑集团有限公司,
SZ,002303,王海鹏,41.43
SZ,002304,宿迁市国有资产管理委员会,
SZ,002305,中国电力建设集团有限公司,
SZ,002306,陈继,0.67
SZ,002307,新疆生产建设兵团第十一师国有资产监督管理委员会,
SZ,002308,,
SZ,002309,王柏兴,18.3
SZ,002310,北京市朝阳区人民政府国有资产监督管理委员会,
SZ,002311,薛华,
SZ,002312,四川省政府国有资产监督管理委员会,
SZ,002313,珠海市人民政府国有资产监督管理委员会,
SZ,002314,中国南山开发(集团)股份有限公司,57.99
SZ,002315,沈锦华,47.3
SZ,002316,王永彬,
SZ,002317,张玉冲,11.37
SZ,002318,周志江,1.7
SZ,002319,周镇科,
SZ,002320,国务院国有资产监督管理委员会,
SZ,002321,许水均,
SZ,002322,"刘笑梅,周方洁,余艇",4.92
SZ,002323,枣庄市国有资产监督管理委员会,
SZ,002324,周文,43.93
SZ,002325,刘年新,22.19
SZ,002326,"何人宝,王莺妹",29.17
SZ,002327,林国芳,39.75
SZ,002328,宋琳,34.34
SZ,002329,黄嘉棣,26.72
SZ,002330,郑和平,
SZ,002331,黄涛,
SZ,002332,仙居县国有资产投资集团有限公司,21.55
SZ,002333,宫长义,1.65
SZ,002334,黄申力,9
SZ,002335,陈成辉,17.06
SZ,002336,西安曲江新区管理委员会,
SZ,002337,张建浩,4.68
SZ,002338,中国科学院长春光学精密机械与物理研究所,42.4
